,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
12056,1977/03/17,9,2018/03/27,35,1970,ID,Kyle,Garcia,1977
12057,1992/09/10,7,2018/03/31,64,1984,AL,Devin,Shaw,1992
12059,1998/11/09,20,2018/01/22,74,1984,MD,Cathy,Thomas,1998
12061,1987/01/21,10,2018/03/02,48,1981,MI,Gary,Gonzalez,1987
12068,1993/03/29,3,2018/08/05,72,1991,NH,Vanessa,West,1993
12071,1983/01/18,1,2018/06/08,81,1978,WY,Lisa,Carter,1983
12081,1988/10/17,5,2018/03/12,68,1982,WI,Joseph,Smith,1988
12089,1986/02/04,6,2018/04/14,82,1979,CT,Michael,Berry,1986
12090,1989/09/05,18,2018/04/19,65,1983,PA,Donald,Davies,1989
12091,1986/11/04,8,2018/05/13,70,1982,OK,Jorge,Hendricks,1986
12094,1979/10/21,13,2018/06/07,31,1973,OK,Amy,Brown,1979
12096,1994/12/26,14,2018/09/20,86,1982,AL,Daniel,Anderson,1994
12097,1986/03/09,19,2018/04/01,76,1975,MN,Kelly,Williams,1986
12098,1986/03/25,5,2018/06/01,72,1975,ND,Steven,Drake,1986
12105,1995/12/17,9,2018/05/04,66,1985,NJ,Gerald,Wyatt,1995
12106,1984/02/13,0,2018/03/22,53,1974,NY,Steven,Wolfe,1984
12115,1975/03/14,19,2018/09/25,38,1974,NC,Brandy,Coffey,1975
12117,1976/05/14,11,2018/10/24,44,1974,AK,William,Cunningham,1976
12118,1985/05/28,4,2018/12/28,86,1978,MT,Christine,Hernandez,1985
12121,1997/12/01,20,2018/09/29,89,1984,MA,Michael,Sanders,1997
12127,1998/02/13,14,2018/08/12,46,1978,NC,Scott,Jones,1998
12137,1993/12/11,11,2018/10/04,60,1987,NE,Martin,Mcneil,1993
12146,1986/09/13,8,2018/08/01,58,1980,NJ,Jeremy,Arnold,1986
12151,1992/07/12,17,2018/04/23,35,1975,MI,Christine,Waters,1992
12189,1982/08/31,1,2018/03/18,63,1976,NC,Amanda,Mendoza,1982
12190,1997/03/26,18,2018/08/27,78,1985,NM,Jennifer,Newton,1997
12191,1984/03/04,3,2018/12/30,32,1974,AL,Robin,Garcia,1984
12193,1979/03/05,12,2018/07/20,72,1976,TX,James,Brown,1979
12197,1996/06/10,20,2018/12/29,53,1976,ND,Jennifer,Hall,1996
12199,1994/06/09,15,2018/08/18,89,1981,NC,Kevin,Leach,1994
12204,1977/07/27,8,2018/09/01,30,1974,AZ,Tammy,Shah,1977
12205,1984/08/14,7,2018/04/14,96,1974,MD,Tommy,Arnold,1984
12219,1988/06/23,14,2018/01/14,52,1987,VT,Samuel,Cooke,1988
12231,1974/07/12,4,2018/09/24,41,1973,NC,Lisa,Phillips,1974
12232,1991/01/31,14,2018/06/01,34,1980,MS,Benjamin,Medina,1991
12239,1997/02/01,0,2018/10/24,98,1977,TN,Brandy,Crawford,1997
12242,1992/01/21,19,2019/01/09,93,1973,MD,Justin,Calhoun,1992
12250,1990/09/07,3,2018/12/05,60,1982,IN,Jeremy,Mata,1990
12258,1991/02/27,14,2018/11/26,49,1973,PA,Nancy,Hendricks,1991
12259,1987/12/06,13,2018/04/08,83,1973,KS,Mary,Joyce,1987
12260,1985/07/18,19,2018/02/24,47,1971,VA,Jill,Carr,1985
12262,1975/10/20,7,2018/07/02,51,1970,WA,Amanda,Clarke,1975
12264,1988/02/29,7,2018/10/01,44,1975,MN,Ruth,Murphy,1988
12265,1986/01/06,6,2018/12/04,98,1977,VA,Heather,Johnson,1986
12269,1986/07/06,17,2018/01/14,85,1975,ND,Heather,Bradford,1986
12272,1997/10/17,16,2018/04/09,58,1983,NJ,Bryan,Lloyd,1997
12274,1996/04/21,18,2018/03/23,56,1979,SD,Ryan,Collins,1996
12279,1987/07/28,6,2018/09/27,95,1979,CO,Andrew,Holmes,1987
12281,1998/01/13,3,2018/01/24,55,1996,DE,Nicholas,Green,1998
12283,1997/10/01,20,2018/12/24,61,1994,DC,Nicole,Mitchell,1997
12284,1980/05/27,20,2018/05/27,96,1971,HI,Sean,Adams,1980
12285,1981/07/03,10,2018/09/05,58,1975,FL,Timothy,Lopez,1981
12289,1995/01/22,1,2018/02/21,77,1982,MT,Christopher,Foster,1995
12296,1994/04/05,8,2018/06/29,42,1993,WV,Melinda,Everett,1994
12299,1993/11/14,10,2018/06/18,38,1976,KY,Donald,Wilson,1993
12302,1995/01/14,10,2018/05/11,33,1970,MT,Scott,Best,1995
12303,1985/12/15,8,2018/06/22,82,1981,MD,Jeffery,Rubio,1985
12304,1990/01/11,6,2018/02/19,85,1984,MS,Jonathan,Henderson,1990
12318,1992/08/08,15,2018/07/18,39,1978,NV,Angela,Padilla,1992
12326,1990/10/28,0,2018/01/30,87,1971,SC,Cesar,Hogan,1990
12329,1990/10/02,16,2018/06/18,46,1970,KY,Robert,Davis,1990
12331,1997/10/26,11,2018/09/24,94,1985,OR,Heather,Ellis,1997
12333,1997/02/20,14,2018/03/17,90,1971,SD,James,White,1997
12336,1995/05/21,3,2018/07/31,65,1980,SC,Samuel,Kidd,1995
12340,1981/12/31,5,2018/12/09,59,1973,MD,Jeffrey,Hall,1981
12343,1994/01/05,5,2018/08/01,81,1983,NE,Patrick,Fernandez,1994
12356,1980/09/13,2,2018/04/23,57,1975,TN,Anthony,Ward,1980
12361,1991/03/06,19,2018/05/16,87,1974,IN,Joseph,Robinson,1991
12364,1980/05/07,20,2018/07/10,96,1970,NH,Logan,Ayers,1980
12376,1973/12/10,8,2018/11/05,49,1972,VT,Robin,Horne,1973
12378,1974/06/30,18,2018/04/30,65,1972,LA,Mark,Green,1974
12382,1996/11/09,9,2018/12/26,37,1987,IA,Heather,Tran,1996
12386,1986/08/09,18,2018/07/23,64,1982,CA,Rodney,Montoya,1986
12395,1991/03/31,18,2018/05/22,97,1972,GA,Robert,Hart,1991
12398,1996/08/13,2,2018/06/10,34,1992,RI,Michael,Parsons,1996
12402,1992/08/05,3,2018/08/08,52,1976,GA,Bryan,Mitchell,1992
12407,1992/07/13,19,2018/07/24,60,1981,OR,Tiffany,Brown,1992
12408,1998/11/16,8,2018/03/01,62,1995,VA,Jennifer,Hayes,1998
12413,1993/11/27,20,2018/02/06,71,1985,TX,Jason,Vincent,1993
12414,1982/11/25,8,2018/08/27,70,1980,ME,Stacey,Santiago,1982
12420,1994/11/28,1,2018/03/01,51,1991,WI,Anna,Hull,1994
12432,1985/12/24,2,2018/09/01,36,1976,NM,Tanya,Stephens,1985
12441,1998/11/02,11,2018/05/30,43,1975,IN,John,Campbell,1998
12442,1995/11/10,14,2018/08/16,76,1984,AK,Angela,Lee,1995
12448,1996/11/28,17,2018/10/05,65,1995,SD,Sara,Jackson,1996
12449,1988/10/25,16,2018/12/08,38,1986,IL,James,Rose,1988
12450,1992/11/12,11,2018/05/15,54,1972,AK,Christopher,Johnson,1992
12451,1983/02/22,5,2018/08/14,89,1979,PA,Phillip,Hale,1983
12466,1993/04/17,14,2018/01/09,45,1978,ID,Andrew,Morales,1993
12467,1995/05/11,3,2018/02/23,50,1974,TX,Jennifer,Hawkins,1995
12469,1995/07/18,7,2018/10/15,61,1974,SD,Christopher,Kramer,1995
12470,1996/03/09,10,2018/11/21,60,1990,KY,Victor,Smith,1996
12473,1993/11/08,14,2018/12/13,59,1991,AL,Andrea,Taylor,1993
12479,1993/08/19,18,2018/11/24,48,1977,WY,Nicole,Mendez,1993
12483,1991/12/14,14,2018/11/10,35,1970,NH,Shelby,Gomez,1991
12486,1998/04/14,9,2018/12/16,95,1985,OH,Hannah,Wilkins,1998
12488,1993/09/16,13,2018/07/11,87,1971,CA,William,Kaiser,1993
12493,1997/01/05,16,2018/06/14,38,1985,NM,Peter,Jones,1997
12498,1979/11/20,15,2018/04/27,52,1976,ND,Michael,Anderson,1979
12503,1992/10/05,2,2018/05/29,51,1987,LA,Amanda,Martinez,1992
12506,1998/04/21,13,2018/04/30,85,1986,CO,Rachel,Ward,1998
12510,1978/03/27,7,2018/12/13,47,1975,TN,Johnathan,Hendricks,1978
12513,1993/05/26,14,2018/04/02,75,1988,MO,Chad,Lam,1993
12514,1989/12/16,8,2018/06/06,88,1977,VT,Mary,Luna,1989
12516,1993/03/01,5,2018/07/18,74,1986,SC,Jeremy,White,1993
12517,1984/02/12,11,2018/08/25,80,1974,AL,Christina,King,1984
12526,1977/10/12,9,2018/09/27,85,1973,OH,Kimberly,Lopez,1977
12528,1998/09/13,20,2018/05/03,44,1974,UT,Hannah,Mullins,1998
12529,1990/08/20,15,2018/10/27,80,1982,WV,Kevin,Hernandez,1990
12532,1984/04/02,14,2018/03/20,73,1974,AR,Adrian,Hoffman,1984
12536,1979/01/02,7,2018/03/10,94,1977,NH,Ashley,Bruce,1979
12541,1994/01/06,14,2019/01/01,56,1974,PA,Lynn,Lewis,1994
12545,1990/09/04,5,2018/05/20,94,1972,AK,Alexandria,Scott,1990
12555,1998/01/18,13,2018/09/16,46,1995,DE,Carrie,Shepard,1998
12556,1987/11/23,6,2018/06/12,83,1981,NM,Julie,Foley,1987
12558,1997/07/11,4,2018/01/14,36,1971,WI,Steven,Sanchez,1997
12563,1997/05/31,20,2018/06/20,79,1980,NH,Kathy,Johnson,1997
12566,1987/12/06,0,2018/01/27,35,1974,MA,Kimberly,Meyers,1987
12573,1982/11/27,0,2018/02/10,62,1981,KY,Pamela,Lopez,1982
12582,1994/01/17,10,2018/07/14,89,1985,NE,Thomas,White,1994
12583,1990/05/13,16,2018/06/25,87,1986,NV,Joshua,Davidson,1990
12593,1976/12/08,20,2018/04/03,96,1970,TN,Joel,Owens,1976
12595,1982/05/14,6,2018/04/20,98,1981,MD,Teresa,Jones,1982
12600,1989/10/07,18,2018/09/19,84,1981,TN,Ashley,Brown,1989
12603,1985/06/29,7,2018/09/07,80,1974,OH,Sharon,Mejia,1985
12605,1986/11/04,16,2018/07/06,52,1983,UT,Ann,Mcfarland,1986
12607,1995/05/20,0,2018/05/24,76,1975,DE,Kyle,Beard,1995
12608,1998/11/19,9,2018/12/20,96,1975,DE,James,Graham,1998
12610,1994/10/19,7,2018/10/11,42,1980,ID,Karl,Miles,1994
12623,1975/08/15,3,2018/12/20,62,1970,AL,Matthew,Johnson,1975
12626,1993/04/18,7,2018/07/15,52,1984,MD,Jasmine,Guzman,1993
12637,1979/10/20,14,2018/04/30,61,1977,GA,Thomas,Norris,1979
12639,1997/12/05,0,2018/09/01,89,1987,WY,Eddie,Coleman,1997
12642,1992/03/28,14,2018/06/21,43,1991,TN,Erik,Willis,1992
12643,1996/04/05,4,2018/01/12,46,1983,NY,Gregory,Allen,1996
12651,1990/07/05,8,2018/10/03,44,1980,NY,Nicholas,Zimmerman,1990
12652,1984/04/08,9,2018/02/18,62,1975,KS,William,Cunningham,1984
12654,1997/03/03,12,2018/07/01,75,1992,CO,Jennifer,Stafford,1997
12658,1983/01/17,6,2018/10/03,95,1970,VT,Amy,Leon,1983
12669,1984/04/14,8,2018/12/14,63,1979,SC,Claudia,Whitney,1984
12675,1987/11/16,9,2018/10/15,35,1970,ND,John,Bishop,1987
12677,1987/10/25,5,2018/11/14,44,1982,NY,Jorge,Hartman,1987
12678,1998/03/29,20,2018/08/21,73,1983,WY,James,Smith,1998
12679,1988/04/22,17,2018/04/20,58,1970,VT,Nicole,Newman,1988
12682,1982/06/14,13,2018/09/25,35,1971,WV,Stephen,Gibson,1982
12698,1982/11/17,13,2018/10/30,70,1978,NY,Austin,Fry,1982
12700,1997/02/02,16,2018/02/22,75,1995,MN,Jorge,Webb,1997
12702,1985/11/20,0,2018/12/27,78,1971,CT,William,Thompson,1985
12705,1975/09/07,19,2018/12/13,37,1970,CT,Brian,Wilson,1975
12707,1978/08/29,10,2018/11/27,60,1971,CO,Jacqueline,Rowland,1978
12708,1975/03/23,14,2018/08/27,82,1974,DE,Samuel,Hubbard,1975
12723,1991/02/02,5,2018/08/03,68,1984,NJ,Maria,Thompson,1991
12725,1996/04/13,19,2018/04/07,54,1975,DC,Erika,Brennan,1996
12726,1981/02/15,5,2018/04/01,99,1972,NY,Lisa,Roberts,1981
12735,1990/04/26,14,2018/10/05,39,1988,NE,Anna,Mcdaniel,1990
12737,1983/12/28,2,2018/07/31,41,1970,LA,Kenneth,Price,1983
12744,1990/11/25,19,2018/12/18,99,1976,MT,Sean,Patterson,1990
12753,1983/01/17,10,2018/11/23,32,1976,OR,Charles,Martinez,1983
12754,1979/10/26,17,2018/07/31,72,1975,OR,Christian,Simmons,1979
12755,1995/07/29,18,2018/04/08,86,1972,KY,Daniel,Anderson,1995
12756,1997/10/28,8,2018/03/14,91,1972,IL,Edgar,Singleton,1997
12757,1989/07/16,7,2019/01/06,33,1988,NY,John,West,1989
12761,1978/05/29,4,2018/03/20,43,1975,LA,Vincent,Smith,1978
12768,1994/09/09,14,2018/12/28,43,1983,WA,Travis,Soto,1994
12773,1997/12/18,4,2018/04/25,75,1994,VA,Jessica,Cross,1997
12782,1994/03/08,15,2018/11/28,72,1981,MD,James,Richardson,1994
12784,1996/07/13,0,2018/07/17,32,1972,NH,Keith,Williamson,1996
12793,1989/06/24,13,2018/09/04,35,1970,NE,Morgan,Calderon,1989
12795,1989/08/26,13,2018/07/16,98,1974,AL,Christina,Clark,1989
12796,1991/05/21,17,2018/08/26,64,1984,VA,Sara,Hardy,1991
12799,1980/09/21,5,2018/03/03,30,1975,RI,Nancy,Miller,1980
12800,1994/04/20,3,2018/04/10,98,1992,WV,Kristopher,Martinez,1994
12804,1992/04/29,16,2018/12/11,92,1975,CO,Troy,Wright,1992
12808,1995/01/20,2,2018/05/14,50,1994,KY,Nicholas,King,1995
12809,1992/10/13,3,2018/01/22,44,1978,GA,Paul,Levine,1992
12814,1996/11/22,5,2018/05/28,46,1995,AR,Francisco,Guzman,1996
12818,1999/01/09,12,2018/03/08,30,1995,NY,Evan,Williams,1999
12827,1979/05/25,4,2018/06/10,76,1975,AK,Cynthia,Sheppard,1979
12832,1993/11/20,0,2018/10/04,61,1988,NJ,Mike,Burns,1993
12846,1981/09/22,13,2018/12/08,47,1976,MN,Cynthia,Mathis,1981
12855,1990/11/02,10,2018/12/15,72,1985,FL,Lori,Conway,1990
12858,1990/04/13,6,2018/01/22,70,1975,WA,Jennifer,Smith,1990
12861,1985/07/06,20,2018/08/01,75,1982,MO,Brianna,Welch,1985
12868,1984/04/20,6,2018/10/28,96,1981,PA,Vanessa,Cohen,1984
12871,1990/01/14,4,2018/05/21,80,1972,UT,Julie,Park,1990
12873,1993/12/23,13,2018/04/02,85,1990,NC,Marcus,Porter,1993
12892,1993/06/18,17,2018/08/13,48,1975,SD,Eric,Moore,1993
12894,1990/06/14,15,2018/07/21,80,1985,RI,Laura,Hernandez,1990
12896,1984/05/05,11,2018/06/15,54,1977,NM,Jerry,Thompson,1984
12897,1990/03/24,0,2018/10/06,54,1988,CT,Michelle,Boyer,1990
12913,1989/02/18,2,2018/05/16,36,1970,AL,Joseph,Rhodes,1989
12916,1986/07/31,9,2018/02/07,52,1976,NV,Leon,Gross,1986
12919,1978/08/05,18,2018/07/06,60,1975,AL,William,Vega,1978
12922,1998/01/31,3,2018/10/03,94,1980,CO,Scott,Rodriguez,1998
12926,1998/03/03,3,2018/11/06,87,1980,CO,James,Jennings,1998
12927,1991/02/09,1,2018/04/19,62,1988,NH,Richard,Taylor,1991
12931,1989/12/07,9,2018/12/05,42,1975,CT,Stephen,Duncan,1989
12940,1978/03/28,0,2018/10/13,76,1971,AK,Adam,Hatfield,1978
12947,1989/03/26,8,2018/01/16,89,1978,SD,William,Mullen,1989
12948,1982/06/24,12,2018/08/25,97,1976,IN,Glen,Norton,1982
12950,1996/11/07,15,2018/03/03,69,1987,PA,Paula,Davenport,1996
12951,1993/10/18,0,2018/02/17,64,1974,OH,Mary,Cook,1993
12954,1984/01/23,14,2018/09/29,73,1979,SD,Daniel,Manning,1984
12955,1996/06/30,8,2018/11/20,78,1973,CA,Angela,Wright,1996
12956,1997/12/01,4,2018/10/31,63,1970,AR,Andrew,Hernandez,1997
12957,1980/10/30,13,2018/10/21,73,1971,IL,Kelly,Smith,1980
12959,1989/06/27,13,2018/02/01,97,1986,MO,Robert,Cervantes,1989
12960,1993/02/08,15,2018/07/10,72,1971,ME,Amanda,Oconnell,1993
12964,1998/07/11,17,2018/11/26,96,1988,HI,Jessica,Owens,1998
12977,1978/02/07,15,2018/10/16,86,1971,HI,William,Barry,1978
12978,1979/08/28,5,2018/03/14,62,1978,KY,Troy,Wagner,1979
12986,1987/12/03,13,2018/10/02,70,1974,MS,David,Richardson,1987
12991,1990/10/08,3,2018/09/04,51,1974,OK,Timothy,Chang,1990
12996,1988/09/08,0,2018/11/13,70,1977,MN,Michael,Mcneil,1988
12997,1994/10/04,15,2018/03/07,38,1976,NJ,Laura,Vance,1994
13006,1996/12/18,0,2018/11/17,68,1995,RI,Daniel,Chavez,1996
13009,1994/03/12,17,2018/10/23,92,1985,IA,Karen,Middleton,1994
13012,1982/03/25,13,2018/02/06,86,1972,ND,Jessica,Thomas,1982
13017,1995/10/19,1,2018/07/01,68,1987,TX,Jeffery,Miller,1995
13025,1993/05/16,7,2018/04/13,55,1990,WY,Robert,Mitchell,1993
13027,1995/11/24,9,2018/08/11,71,1973,IA,Morgan,Preston,1995
13033,1978/06/09,20,2018/10/03,74,1971,CT,Jody,Neal,1978
13035,1987/05/14,16,2018/03/08,80,1985,OR,Adam,Irwin,1987
13037,1996/08/09,20,2018/03/01,70,1995,RI,Karen,Brown,1996
13043,1996/08/20,3,2018/05/03,57,1980,MO,Jacqueline,Colon,1996
13045,1987/06/08,11,2019/01/06,40,1981,MS,Ryan,Hicks,1987
13047,1985/01/21,0,2018/02/02,94,1982,HI,Jay,Hicks,1985
13053,1993/08/22,14,2018/05/08,48,1986,NV,Melissa,Brown,1993
13067,1987/05/25,3,2018/08/31,57,1983,FL,Chase,Rodgers,1987
13068,1979/06/24,13,2018/09/28,31,1970,KS,Adam,Miller,1979
13071,1991/03/03,20,2018/06/08,68,1980,DC,Mark,Trujillo,1991
13073,1977/01/18,14,2018/04/02,92,1972,MD,Ryan,Washington,1977
13077,1973/10/03,16,2018/12/13,54,1972,AK,Christopher,Perry,1973
13078,1985/12/01,16,2018/02/24,34,1971,MO,Daniel,Hunt,1985
13082,1998/08/29,7,2018/02/25,78,1973,HI,Karen,Adams,1998
13084,1978/10/02,6,2018/10/18,77,1977,CO,Megan,Oliver,1978
13085,1994/04/14,1,2018/08/02,55,1985,SC,Cassie,Villarreal,1994
13087,1994/08/31,5,2018/08/05,67,1985,DE,Mikayla,Gray,1994
13094,1996/10/28,0,2018/09/10,61,1972,IA,Angel,Hinton,1996
13096,1983/03/19,7,2018/10/12,76,1978,PA,Diane,Smith,1983
13100,1998/12/04,2,2018/05/24,47,1987,NV,Kenneth,Sanchez,1998
13114,1996/06/08,8,2018/03/30,48,1986,SD,Jeremy,Miller,1996
13117,1981/03/11,20,2018/04/26,62,1975,LA,Gordon,Green,1981
13129,1987/12/19,5,2018/10/05,39,1986,DC,Philip,Collins,1987
13132,1996/02/18,15,2018/07/23,65,1990,CT,Jennifer,Cardenas,1996
13137,1988/08/20,16,2018/02/01,71,1975,UT,Patrick,Reed,1988
13138,1996/08/16,17,2018/03/25,54,1990,OR,Amber,Stevens,1996
13142,1988/05/23,15,2018/01/20,51,1981,CA,Joshua,Bell,1988
13144,1982/04/26,9,2018/02/22,39,1980,MT,Mary,Klein,1982
13149,1985/07/05,9,2018/09/01,71,1973,IL,Karen,Rodriguez,1985
13152,1985/08/18,1,2018/08/18,36,1978,TN,Rhonda,Thompson,1985
13154,1985/02/27,5,2018/08/30,59,1972,FL,Todd,Reese,1985
13165,1985/11/29,0,2018/12/22,91,1977,UT,Thomas,Tyler,1985
13166,1997/09/25,14,2018/07/29,67,1994,MA,Joanna,Smith,1997
13167,1995/10/25,8,2018/08/21,78,1987,CO,Timothy,White,1995
13170,1998/04/02,0,2018/01/31,50,1979,IN,John,Flores,1998
13171,1990/01/10,6,2018/09/30,90,1982,MN,Rachel,Gonzales,1990
13174,1995/11/06,14,2019/01/01,56,1982,ME,Douglas,Brown,1995
13183,1997/02/06,6,2018/08/17,61,1983,OH,Chase,Burke,1997
13185,1986/10/06,7,2018/07/31,87,1981,WA,Bryan,Santiago,1986
13188,1986/10/16,2,2018/06/17,64,1984,ME,Robert,Rosario,1986
13191,1995/06/17,17,2018/07/12,41,1981,SD,Robert,Stanton,1995
13194,1990/01/01,10,2018/12/24,99,1975,MT,Joseph,Watson,1990
13207,1998/11/09,7,2018/07/09,67,1980,MN,Paul,Kim,1998
13212,1983/10/26,9,2018/06/23,77,1971,WI,Kathryn,Henderson,1983
13217,1984/12/04,20,2019/01/04,49,1974,IL,Jeffrey,Miller,1984
13223,1981/03/31,20,2018/02/01,99,1978,MI,Theresa,Leonard,1981
13224,1990/04/22,7,2018/04/17,99,1978,NV,Karla,Anderson,1990
13226,1984/09/09,6,2018/07/22,63,1977,NM,Anthony,Harris,1984
13227,1993/09/07,19,2018/02/08,83,1983,ME,Roberta,Nielsen,1993
13237,1985/12/21,18,2018/12/29,73,1976,AL,Aaron,Schmidt,1985
13240,1984/08/01,10,2019/01/03,71,1981,IL,Julie,Owen,1984
13243,1996/09/05,19,2018/11/14,54,1973,CT,William,Smith,1996
13247,1986/07/17,7,2018/08/16,39,1977,NE,Mark,Merritt,1986
13259,1988/04/24,5,2018/08/28,72,1981,KS,Roy,Nichols,1988
13277,1980/09/02,19,2018/04/02,80,1971,MD,Miguel,Stevens,1980
13288,1995/11/11,20,2018/04/23,53,1985,DE,Dan,Turner,1995
13289,1982/05/03,15,2018/07/05,30,1970,SD,Gary,Smith,1982
13292,1977/05/17,10,2018/05/30,75,1973,IN,Nicole,Doyle,1977
13305,1995/04/29,11,2018/10/27,62,1972,UT,Robert,Ellis,1995
13307,1987/03/13,4,2018/03/07,91,1976,CT,James,Jones,1987
13309,1998/09/24,16,2018/12/10,87,1996,KY,Anthony,Green,1998
13310,1998/10/09,9,2018/08/11,58,1974,NH,Ralph,Williams,1998
13312,1993/11/26,20,2018/09/21,32,1970,NC,Michael,Palmer,1993
13313,1990/04/19,8,2018/08/19,40,1981,MD,Emma,Carroll,1990
13314,1998/03/27,3,2019/01/04,73,1977,OK,Jennifer,Clark,1998
13317,1977/07/14,13,2018/12/04,59,1975,FL,Michael,Moore,1977
13318,1976/09/02,2,2018/12/04,40,1971,MN,Justin,Clayton,1976
13327,1983/03/06,10,2018/07/04,31,1978,MI,Eric,Stewart,1983
13331,1995/03/29,20,2018/07/06,49,1977,PA,Jacqueline,Munoz,1995
13337,1995/08/03,9,2018/04/12,85,1984,SD,Frederick,Greer,1995
13347,1992/01/22,2,2018/06/30,94,1983,WY,Howard,Robertson,1992
13349,1978/07/20,8,2018/08/17,36,1977,NE,Ryan,Vargas,1978
13353,1998/05/21,12,2018/03/02,35,1985,NC,Stephen,Murphy,1998
13356,1989/08/01,9,2018/03/25,84,1984,WY,Adam,Jones,1989
13363,1976/05/16,8,2018/08/08,45,1975,CO,Ronald,Coleman,1976
13367,1991/08/21,4,2018/04/05,31,1990,NJ,Matthew,Cox,1991
13368,1986/10/17,9,2018/09/04,52,1977,DE,Brian,Zhang,1986
13369,1990/01/30,14,2018/07/07,47,1982,CA,Amy,Smith,1990
13370,1992/02/21,5,2018/06/07,40,1972,GA,Misty,Bradley,1992
13372,1989/03/11,14,2018/11/22,67,1972,KY,Matthew,Williams,1989
13373,1994/12/27,13,2018/11/24,62,1972,SD,Catherine,Wallace,1994
13378,1982/02/03,17,2018/07/02,70,1971,MO,Christian,Edwards,1982
13380,1998/04/02,12,2018/06/12,48,1984,AK,Peggy,Gonzalez,1998
13381,1992/08/04,1,2018/02/12,99,1975,AK,Caleb,Harris,1992
13390,1990/12/12,11,2018/01/23,31,1976,OR,Karen,Tate,1990
13402,1983/05/31,1,2018/04/13,53,1980,NM,John,Cross,1983
13411,1998/12/09,12,2018/05/13,83,1979,WV,Daniel,Valdez,1998
13414,1996/05/08,16,2018/05/07,55,1975,UT,Paul,Mcgrath,1996
13420,1997/05/17,1,2018/11/21,73,1990,VT,Emily,Sandoval,1997
13421,1972/05/10,1,2018/11/28,85,1971,NC,Laura,Parker,1972
13422,1976/08/12,2,2018/09/07,60,1973,NV,Katherine,Hunter,1976
13431,1987/01/26,16,2018/08/14,43,1973,NH,Kaylee,Goodwin,1987
13441,1994/11/17,11,2018/10/07,89,1980,NH,Tammy,Melton,1994
13462,1994/01/28,13,2018/01/25,77,1971,NY,Jessica,Webb,1994
13465,1988/03/20,20,2018/06/08,77,1986,NH,Crystal,Cummings,1988
13473,1994/04/29,11,2018/11/14,90,1971,VA,Claudia,Smith,1994
13482,1981/08/26,15,2018/08/02,88,1973,KY,Ryan,Kidd,1981
13487,1977/08/24,3,2018/02/01,62,1971,WY,Zachary,Oneill,1977
13504,1998/06/07,18,2018/10/07,91,1988,MN,Kathleen,Smith,1998
13507,1989/03/18,14,2018/05/30,77,1970,MI,Johnathan,King,1989
13513,1989/05/04,18,2018/12/07,66,1978,WV,Trevor,Estrada,1989
13522,1988/05/30,17,2018/08/29,41,1981,MN,Anita,Potter,1988
13528,1997/08/06,2,2018/12/17,37,1976,OK,Jason,Ballard,1997
13530,1993/10/04,19,2018/09/18,78,1975,AR,Kimberly,Ramsey,1993
13536,1993/05/23,11,2018/11/07,53,1974,CT,Charles,Williams,1993
13537,1984/05/10,12,2018/11/15,30,1973,SD,Derek,Brown,1984
13550,1987/04/06,19,2018/06/12,81,1984,PA,Robin,White,1987
13554,1984/04/17,7,2018/10/26,87,1972,IA,Cheryl,Klein,1984
13556,1996/11/18,11,2018/01/31,59,1983,DC,Susan,Williams,1996
13557,1994/01/05,13,2019/01/04,41,1983,MD,Cameron,Pruitt,1994
13565,1997/05/27,10,2018/11/21,44,1994,PA,Brittney,Brown,1997
13567,1977/10/08,0,2018/02/14,42,1972,MI,Victoria,Greer,1977
13590,1995/06/17,13,2018/04/23,52,1970,AZ,Angela,Gay,1995
13593,1989/06/22,0,2018/04/30,62,1982,ND,Nancy,Briggs,1989
13602,1989/12/04,10,2018/04/29,54,1984,DC,Kathleen,Warren,1989
13604,1992/06/18,13,2018/01/19,79,1981,AK,Jillian,Martin,1992
13606,1993/05/10,5,2018/08/11,63,1984,TX,Alison,Lutz,1993
13609,1992/05/23,0,2018/09/19,57,1975,CO,Melanie,Golden,1992
13610,1991/08/01,14,2018/06/29,52,1972,PA,Brian,Rios,1991
13619,1980/03/23,16,2018/07/27,60,1978,FL,Melody,Campos,1980
13625,1994/07/27,19,2018/08/09,64,1985,VT,Katherine,Daniels,1994
13626,1986/02/08,2,2018/04/16,79,1971,OR,Sarah,Meyers,1986
13631,1998/01/26,6,2018/01/14,99,1993,CO,John,Allen,1998
13638,1990/05/21,9,2018/03/28,76,1975,CO,Brian,Johnson,1990
13652,1998/08/15,7,2018/03/19,99,1974,AR,Heather,Cooper,1998
13653,1986/03/25,5,2018/04/07,36,1975,LA,Adam,Brooks,1986
13657,1980/01/22,0,2018/05/21,60,1977,WA,Christopher,Powers,1980
13658,1984/08/17,1,2018/05/13,57,1975,SC,Aaron,Forbes,1984
13665,1975/02/13,6,2018/10/23,69,1971,PA,Michael,Pierce,1975
13668,1990/11/23,19,2018/07/09,40,1978,NV,Justin,Sampson,1990
13669,1985/03/31,12,2018/05/20,73,1981,DE,Joshua,Pierce,1985
13670,1981/03/05,0,2018/07/31,95,1978,NY,Timothy,Perkins,1981
13671,1997/04/03,18,2018/04/20,53,1991,VA,Lisa,Freeman,1997
13673,1991/08/23,0,2018/11/10,82,1978,MD,Howard,Stewart,1991
13681,1986/08/06,11,2018/08/24,92,1976,TX,Robert,Anderson,1986
